name;scale;err;d_head;err;rad_core;err;rho_rel;err;sigma;err;bck;err;l_cont;err;b_kuhn;err;eps_xs;err;d_cq;err;nu_rpa;err;sc_pow;err;exp;err
75_10.dat;0.1311E+00;0.4102E-02;0.1963E+02;0.1076E+01;0.6888E+01;0.5822E+00;0.4362E-01;0.9602E-02;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.7648E+02;0.5699E+01;0.1768E+02;0.1584E+01;0.3588E-03;0.1103E-03;0.4000E+01;*FIXED
75_11.dat;0.1285E+00;0.2501E-02;0.1891E+02;0.8901E+00;0.7293E+01;0.4915E+00;0.5133E-01;0.9299E-02;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.1009E+03;0.5265E+01;0.2022E+02;0.1530E+01;0.3910E-03;0.1020E-03;0.4000E+01;*FIXED
75_12.dat;0.1258E+00;0.3005E-02;0.1938E+02;0.8882E+00;0.7037E+01;0.4867E+00;0.4660E-01;0.8456E-02;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8151E+02;0.5553E+01;0.1555E+02;0.1241E+01;0.2347E-03;0.9410E-04;0.4000E+01;*FIXED
75_13.dat;0.1315E+00;0.2600E-02;0.1775E+02;0.9654E+00;0.7731E+01;0.5271E+00;0.6254E-01;0.1201E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9374E+02;0.3832E+01;0.2575E+02;0.1619E+01;0.3466E-03;0.9303E-04;0.4000E+01;*FIXED
75_14.dat;0.1277E+00;0.2443E-02;0.1608E+02;0.9923E+00;0.8733E+01;0.5359E+00;0.9018E-01;0.1692E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9390E+02;0.4213E+01;0.2239E+02;0.1456E+01;0.4057E-03;0.9069E-04;0.4000E+01;*FIXED
75_15.dat;0.1241E+00;0.2795E-02;0.1920E+02;0.8927E+00;0.7194E+01;0.4909E+00;0.4924E-01;0.8964E-02;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8951E+02;0.5285E+01;0.1846E+02;0.1434E+01;0.6573E-04;0.9900E-04;0.4000E+01;*FIXED
75_16.dat;0.1271E+00;0.2939E-02;0.1819E+02;0.1037E+01;0.7589E+01;0.5678E+00;0.5861E-01;0.1211E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9169E+02;0.5289E+01;0.2022E+02;0.1598E+01;0.4662E-03;0.1064E-03;0.4000E+01;*FIXED
75_17.dat;0.1189E+00;0.2071E-02;0.1950E+02;0.7466E+00;0.7237E+01;0.4174E+00;0.4907E-01;0.7491E-02;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.1091E+03;0.4732E+01;0.2291E+02;0.1659E+01;0.5071E-03;0.9309E-04;0.4000E+01;*FIXED
75_18.dat;0.1278E+00;0.3135E-02;0.1593E+02;0.1098E+01;0.8768E+01;0.5864E+00;0.9205E-01;0.1887E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.7969E+02;0.4964E+01;0.1791E+02;0.1363E+01;0.3212E-03;0.9600E-04;0.4000E+01;*FIXED
75_19.dat;0.1292E+00;0.3161E-02;0.1501E+02;0.1165E+01;0.9186E+01;0.6205E+00;0.1087E+00;0.2368E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.7842E+02;0.4369E+01;0.2000E+02;0.1418E+01;0.1869E-03;0.9315E-04;0.4000E+01;*FIXED
75_20.dat;0.1246E+00;0.2490E-02;0.1702E+02;0.9127E+00;0.8229E+01;0.4964E+00;0.7516E-01;0.1339E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9112E+02;0.5247E+01;0.1735E+02;0.1284E+01;0.4204E-03;0.9357E-04;0.4000E+01;*FIXED
75_21.dat;0.1307E+00;0.2921E-02;0.1581E+02;0.1059E+01;0.8832E+01;0.5635E+00;0.9369E-01;0.1862E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8100E+02;0.4333E+01;0.1923E+02;0.1301E+01;0.7943E-04;0.8891E-04;0.4000E+01;*FIXED
75_22.dat;0.1235E+00;0.2359E-02;0.1840E+02;0.8542E+00;0.7684E+01;0.4690E+00;0.5919E-01;0.1006E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9882E+02;0.4539E+01;0.2234E+02;0.1554E+01;0.3112E-03;0.9350E-04;0.4000E+01;*FIXED
75_23.dat;0.1246E+00;0.2723E-02;0.1779E+02;0.9145E+00;0.7836E+01;0.4968E+00;0.6445E-01;0.1153E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8453E+02;0.4152E+01;0.2093E+02;0.1401E+01;0.2044E-03;0.8808E-04;0.4000E+01;*FIXED
75_24.dat;0.1235E+00;0.2948E-02;0.1768E+02;0.9947E+00;0.8030E+01;0.5379E+00;0.6785E-01;0.1301E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8733E+02;0.5416E+01;0.1847E+02;0.1495E+01;0.2813E-03;0.1028E-03;0.4000E+01;*FIXED
75_25.dat;0.1301E+00;0.3313E-02;0.1605E+02;0.1141E+01;0.8706E+01;0.6049E+00;0.8920E-01;0.1910E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.7884E+02;0.4592E+01;0.1988E+02;0.1467E+01;0.1635E-03;0.9699E-04;0.4000E+01;*FIXED
75_26.dat;0.1252E+00;0.3207E-02;0.1582E+02;0.1178E+01;0.8807E+01;0.6315E+00;0.9417E-01;0.2090E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.7955E+02;0.4620E+01;0.1961E+02;0.1464E+01;0.1725E-03;0.9429E-04;0.4000E+01;*FIXED
75_27.dat;0.1197E+00;0.2715E-02;0.1740E+02;0.9913E+00;0.8254E+01;0.5390E+00;0.7344E-01;0.1404E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9422E+02;0.5767E+01;0.1880E+02;0.1580E+01;-0.4636E-04;0.1043E-03;0.4000E+01;*FIXED
75_28.dat;0.1279E+00;0.3000E-02;0.1701E+02;0.1125E+01;0.8221E+01;0.6066E+00;0.7427E-01;0.1613E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8980E+02;0.5012E+01;0.2107E+02;0.1620E+01;0.3370E-03;0.1047E-03;0.4000E+01;*FIXED
75_29.dat;0.1199E+00;0.2515E-02;0.1804E+02;0.9448E+00;0.7760E+01;0.5224E+00;0.6255E-01;0.1179E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9911E+02;0.4494E+01;0.2554E+02;0.1888E+01;0.2219E-03;0.1004E-03;0.4000E+01;*FIXED
75_30.dat;0.1162E+00;0.2285E-02;0.1876E+02;0.7865E+00;0.7516E+01;0.4370E+00;0.5609E-01;0.8866E-02;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9544E+02;0.4579E+01;0.2116E+02;0.1500E+01;0.5519E-03;0.9031E-04;0.4000E+01;*FIXED
