name;scale;err;d_head;err;rad_core;err;rho_rel;err;sigma;err;bck;err;l_cont;err;b_kuhn;err;eps_xs;err;d_cq;err;nu_rpa;err;sc_pow;err;exp;err
55_10.dat;0.8760E-01;0.2807E-02;0.2141E+02;0.1196E+01;0.5922E+01;0.6981E+00;0.2961E-01;0.8382E-02;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9271E+02;0.1121E+02;0.1265E+02;0.1769E+01;0.2294E-03;0.1118E-03;0.4000E+01;*FIXED
55_11.dat;0.8834E-01;0.3586E-02;0.2075E+02;0.1499E+01;0.6126E+01;0.8645E+00;0.3312E-01;0.1140E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8631E+02;0.1177E+02;0.1336E+02;0.2074E+01;0.1031E-03;0.1238E-03;0.4000E+01;*FIXED
55_12.dat;0.8549E-01;0.2320E-02;0.1945E+02;0.1169E+01;0.7141E+01;0.6588E+00;0.4819E-01;0.1160E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.1088E+03;0.1348E+02;0.1166E+02;0.1850E+01;0.1815E-03;0.1177E-03;0.4000E+01;*FIXED
55_13.dat;0.8848E-01;0.2868E-02;0.2016E+02;0.1284E+01;0.6544E+01;0.7250E+00;0.3863E-01;0.1083E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9048E+02;0.7979E+01;0.1765E+02;0.2020E+01;0.8522E-04;0.1043E-03;0.4000E+01;*FIXED
55_14.dat;0.8583E-01;0.2150E-02;0.1836E+02;0.1133E+01;0.7710E+01;0.6280E+00;0.6014E-01;0.1344E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.1047E+03;0.8987E+01;0.1573E+02;0.1857E+01;0.2861E-03;0.1001E-03;0.4000E+01;*FIXED
55_15.dat;0.8382E-01;0.3525E-02;0.1864E+02;0.1507E+01;0.7408E+01;0.8319E+00;0.5522E-01;0.1667E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.7953E+02;0.1087E+02;0.1349E+02;0.2067E+01;0.3424E-03;0.1181E-03;0.4000E+01;*FIXED
55_16.dat;0.9196E-01;0.3379E-02;0.1783E+02;0.1570E+01;0.7722E+01;0.8485E+00;0.6198E-01;0.1916E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8196E+02;0.8555E+01;0.1593E+02;0.1954E+01;0.2763E-03;0.1090E-03;0.4000E+01;*FIXED
55_17.dat;0.9058E-01;0.3154E-02;0.1687E+02;0.1469E+01;0.8279E+01;0.7891E+00;0.7667E-01;0.2144E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.7971E+02;0.7683E+01;0.1607E+02;0.1823E+01;0.5096E-03;0.9996E-04;0.4000E+01;*FIXED
55_18.dat;0.8408E-01;0.2520E-02;0.1655E+02;0.1393E+01;0.8614E+01;0.7607E+00;0.8552E-01;0.2246E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9546E+02;0.1033E+02;0.1403E+02;0.1862E+01;0.1195E-03;0.1074E-03;0.4000E+01;*FIXED
55_19.dat;0.8212E-01;0.2586E-02;0.1798E+02;0.1372E+01;0.7898E+01;0.7639E+00;0.6573E-01;0.1789E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.1004E+03;0.1049E+02;0.1540E+02;0.2144E+01;0.1210E-03;0.1137E-03;0.4000E+01;*FIXED
55_20.dat;0.8711E-01;0.2733E-02;0.1754E+02;0.1457E+01;0.7912E+01;0.8001E+00;0.6724E-01;0.1929E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9220E+02;0.9458E+01;0.1504E+02;0.1884E+01;0.3184E-03;0.1071E-03;0.4000E+01;*FIXED
55_21.dat;0.8134E-01;0.3215E-02;0.1778E+02;0.1513E+01;0.7992E+01;0.8295E+00;0.6801E-01;0.1988E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8400E+02;0.1354E+02;0.1091E+02;0.1888E+01;0.5544E-04;0.1202E-03;0.4000E+01;*FIXED
55_22.dat;0.8570E-01;0.2112E-02;0.1718E+02;0.1271E+01;0.8054E+01;0.7069E+00;0.7196E-01;0.1801E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.1063E+03;0.7521E+01;0.1975E+02;0.2118E+01;0.4102E-03;0.9730E-04;0.4000E+01;*FIXED
55_23.dat;0.8773E-01;0.2352E-02;0.1622E+02;0.1421E+01;0.8620E+01;0.7757E+00;0.8730E-01;0.2369E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.1016E+03;0.7685E+01;0.1984E+02;0.2193E+01;0.5695E-03;0.1045E-03;0.4000E+01;*FIXED
55_24.dat;0.9139E-01;0.2872E-02;0.1523E+02;0.1775E+01;0.8876E+01;0.9658E+00;0.1005E+00;0.3427E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.9298E+02;0.7135E+01;0.2217E+02;0.2428E+01;0.3564E-03;0.1120E-03;0.4000E+01;*FIXED
55_25.dat;0.8802E-01;0.3101E-02;0.1190E+02;0.2407E+01;0.1069E+02;0.1314E+01;0.1966E+00;0.9034E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8575E+02;0.1042E+02;0.1414E+02;0.1948E+01;0.1417E-03;0.1161E-03;0.4000E+01;*FIXED
55_26.dat;0.8974E-01;0.5046E-02;0.1273E+02;0.2873E+01;0.1030E+02;0.1519E+01;0.1677E+00;0.9231E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.6946E+02;0.8213E+01;0.1846E+02;0.2541E+01;0.3766E-03;0.1046E-03;0.4000E+01;*FIXED
55_27.dat;0.9072E-01;0.4877E-02;0.1268E+02;0.2863E+01;0.1030E+02;0.1515E+01;0.1679E+00;0.9062E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.7038E+02;0.1031E+02;0.1460E+02;0.2211E+01;0.2905E-03;0.1087E-03;0.4000E+01;*FIXED
55_28.dat;0.9045E-01;0.3405E-02;0.1462E+02;0.2045E+01;0.9258E+01;0.1102E+01;0.1148E+00;0.4528E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8199E+02;0.6976E+01;0.2080E+02;0.2353E+01;0.2300E-03;0.1098E-03;0.4000E+01;*FIXED
55_29.dat;0.8798E-01;0.3034E-02;0.1256E+02;0.2183E+01;0.1042E+02;0.1187E+01;0.1748E+00;0.7211E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.8509E+02;0.8140E+01;0.1753E+02;0.2097E+01;0.2658E-03;0.1087E-03;0.4000E+01;*FIXED
55_30.dat;0.9552E-01;0.7485E-02;0.1281E+02;0.3254E+01;0.1016E+02;0.1655E+01;0.1599E+00;0.9719E-01;0.1000E+01;*FIXED;0.0000E+00;*FIXED;0.5000E+04;*FIXED;0.1000E+04;*FIXED;0.1000E+01;*FIXED;0.6198E+02;0.8902E+01;0.1976E+02;0.3367E+01;0.2218E-03;0.9837E-04;0.4000E+01;*FIXED
