Q(1/nm) MG3_norm_minus_branco1_norm.dat 
5.7151079E-01 9.3168850E+05 
5.7960707E-01 9.7259631E+05 
5.8770335E-01 9.6178325E+05 
5.9579957E-01 9.6322800E+05 
6.0389590E-01 8.8942669E+05 
6.1199212E-01 9.9305131E+05 
6.2008840E-01 9.5599206E+05 
6.2818468E-01 9.1565256E+05 
6.3628095E-01 9.2174288E+05 
6.4437723E-01 9.5633238E+05 
6.5247345E-01 9.1318225E+05 
6.6056973E-01 9.1072656E+05 
6.6866601E-01 9.0900881E+05 
6.7676228E-01 8.6910888E+05 
6.8485856E-01 8.5460812E+05 
6.9295478E-01 8.7353406E+05 
7.0105106E-01 8.8414831E+05 
7.0914733E-01 9.0756175E+05 
7.1724361E-01 9.2974900E+05 
7.2533989E-01 9.0932394E+05 
7.3343617E-01 8.7950094E+05 
7.4153239E-01 8.9253100E+05 
7.4962866E-01 8.5865988E+05 
7.5772494E-01 8.9214562E+05 
7.6582122E-01 8.7893744E+05 
7.7391750E-01 8.7264656E+05 
7.8201371E-01 8.5614494E+05 
7.9010999E-01 8.7974769E+05 
7.9820627E-01 9.2376769E+05 
8.0630255E-01 8.6977850E+05 
8.1439883E-01 7.9948212E+05 
8.2249504E-01 8.2113431E+05 
8.3059132E-01 8.5501469E+05 
8.3868760E-01 8.8547906E+05 
8.4678388E-01 8.5220819E+05 
8.5488015E-01 8.3274925E+05 
8.6297643E-01 8.4897081E+05 
8.7107265E-01 8.5400469E+05 
8.7916893E-01 8.8207481E+05 
8.8726521E-01 8.8903838E+05 
8.9536148E-01 8.4304750E+05 
9.0345776E-01 8.2621806E+05 
9.1155398E-01 7.8916025E+05 
9.1965026E-01 8.4467900E+05 
9.2774653E-01 8.3516575E+05 
9.3584281E-01 8.4404875E+05 
9.4393909E-01 8.4537456E+05 
9.5203531E-01 8.2109062E+05 
9.6013159E-01 8.2485606E+05 
9.6822786E-01 8.2735731E+05 
9.7632414E-01 8.4967562E+05 
9.8442042E-01 8.3016275E+05 
9.9251670E-01 7.9425381E+05 
1.0006130E+00 7.9857419E+05 
1.0087092E+00 8.2711538E+05 
1.0168054E+00 8.2404675E+05 
1.0249017E+00 8.5576456E+05 
1.0329981E+00 8.4628906E+05 
1.0410943E+00 8.2843438E+05 
1.0491905E+00 8.3687825E+05 
1.0572867E+00 8.1835075E+05 
1.0653831E+00 8.2510288E+05 
1.0734794E+00 8.2312969E+05 
1.0815756E+00 8.4377525E+05 
1.0896719E+00 8.4320262E+05 
1.0977681E+00 8.3781750E+05 
1.1058644E+00 8.2590781E+05 
1.1139607E+00 8.0439912E+05 
1.1220570E+00 8.0841500E+05 
1.1301532E+00 7.9701169E+05 
1.1382495E+00 7.6561050E+05 
1.1463457E+00 7.9598381E+05 
1.1544420E+00 8.1151544E+05 
1.1625383E+00 8.0696256E+05 
1.1706345E+00 8.1440312E+05 
1.1787308E+00 7.7811519E+05 
1.1868271E+00 7.8810100E+05 
1.1949233E+00 7.5978662E+05 
1.2030196E+00 7.5129731E+05 
1.2111158E+00 7.8565556E+05 
1.2192122E+00 8.0938406E+05 
1.2273084E+00 8.0977212E+05 
1.2354046E+00 7.9743362E+05 
1.2435009E+00 7.7750131E+05 
1.2515972E+00 7.7950712E+05 
1.2596935E+00 7.8550638E+05 
1.2677897E+00 7.7775500E+05 
1.2758859E+00 7.8799975E+05 
1.2839823E+00 7.9928844E+05 
1.2920785E+00 8.2956625E+05 
1.3001748E+00 8.0911381E+05 
1.3082711E+00 8.2419806E+05 
1.3163674E+00 8.0036056E+05 
1.3244636E+00 8.0968394E+05 
1.3325598E+00 8.4455844E+05 
1.3406562E+00 8.1038812E+05 
1.3487524E+00 8.0160256E+05 
1.3568487E+00 8.1001831E+05 
1.3649449E+00 8.3975525E+05 
1.3730412E+00 8.2644619E+05 
1.3811375E+00 8.3148169E+05 
1.3892337E+00 7.9008200E+05 
1.3973300E+00 8.1315825E+05 
1.4054263E+00 8.1767694E+05 
1.4135225E+00 7.9562750E+05 
1.4216188E+00 8.0480794E+05 
1.4297150E+00 7.7450125E+05 
1.4378114E+00 8.1148762E+05 
1.4459076E+00 8.2891606E+05 
1.4540038E+00 8.2960838E+05 
1.4621001E+00 8.1200694E+05 
1.4701964E+00 7.9974625E+05 
1.4782927E+00 8.0364625E+05 
1.4863889E+00 7.9640838E+05 
1.4944851E+00 8.0043850E+05 
1.5025815E+00 8.1302169E+05 
1.5106777E+00 8.1608206E+05 
1.5187740E+00 8.0583569E+05 
1.5268703E+00 7.8479888E+05 
1.5349665E+00 8.0772606E+05 
1.5430628E+00 7.8941231E+05 
1.5511590E+00 7.8444238E+05 
1.5592554E+00 8.1012750E+05 
1.5673516E+00 8.0059762E+05 
1.5754479E+00 7.8568550E+05 
1.5835441E+00 8.0076969E+05 
1.5916404E+00 8.1182031E+05 
1.5997367E+00 8.0815706E+05 
1.6078329E+00 7.9842494E+05 
1.6159292E+00 7.7802438E+05 
1.6240255E+00 7.6473319E+05 
1.6321217E+00 7.8402194E+05 
1.6402180E+00 7.9794125E+05 
1.6483142E+00 7.8918662E+05 
1.6564106E+00 7.9728856E+05 
1.6645068E+00 7.9344250E+05 
1.6726030E+00 7.9141944E+05 
1.6806993E+00 7.8483500E+05 
1.6887956E+00 8.0878262E+05 
1.6968919E+00 8.0334362E+05 
1.7049881E+00 7.6744656E+05 
1.7130843E+00 7.6618262E+05 
1.7211807E+00 7.5758806E+05 
1.7292769E+00 7.7498512E+05 
1.7373732E+00 7.7184900E+05 
1.7454695E+00 7.8706294E+05 
1.7535657E+00 7.8761525E+05 
1.7616620E+00 7.7037194E+05 
1.7697582E+00 8.0463900E+05 
1.7778546E+00 8.2034506E+05 
1.7859508E+00 7.9768812E+05 
1.7940470E+00 7.7376375E+05 
1.8021433E+00 8.0062562E+05 
1.8102396E+00 7.9166625E+05 
1.8183359E+00 7.5238444E+05 
1.8264321E+00 7.5841569E+05 
1.8345284E+00 7.6033331E+05 
1.8426247E+00 7.7765312E+05 
1.8507209E+00 8.1114919E+05 
1.8588172E+00 7.8603469E+05 
1.8669134E+00 7.9694475E+05 
1.8750098E+00 7.9456969E+05 
1.8831060E+00 7.9646400E+05 
1.8912022E+00 8.0319031E+05 
1.8992985E+00 7.9273788E+05 
1.9073948E+00 7.8806956E+05 
1.9154911E+00 7.8302612E+05 
1.9235873E+00 7.6654581E+05 
1.9316835E+00 7.6943494E+05 
1.9397799E+00 7.7016119E+05 
1.9478761E+00 8.1230425E+05 
1.9559724E+00 8.0370338E+05 
1.9640687E+00 7.8569750E+05 
1.9721649E+00 7.9972856E+05 
1.9802612E+00 7.6796631E+05 
1.9883574E+00 7.8939556E+05 
1.9964538E+00 7.8145469E+05 
2.0045500E+00 7.9048544E+05 
2.0126462E+00 8.1652562E+05 
2.0207424E+00 7.9897281E+05 
2.0288386E+00 7.8510719E+05 
2.0369351E+00 7.7961762E+05 
2.0450313E+00 7.7158006E+05 
2.0531275E+00 7.8936812E+05 
2.0612240E+00 7.8598256E+05 
2.0693202E+00 8.1096819E+05 
2.0774164E+00 8.2454369E+05 
2.0855126E+00 7.9838862E+05 
2.0936089E+00 8.0254412E+05 
2.1017051E+00 8.0665700E+05 
2.1098013E+00 8.3003081E+05 
2.1178977E+00 8.3341288E+05 
2.1259940E+00 8.0326331E+05 
2.1340902E+00 8.1908825E+05 
2.1421864E+00 8.2084888E+05 
2.1502829E+00 8.2133050E+05 
2.1583791E+00 8.6233325E+05 
2.1664753E+00 9.2462369E+05 
2.1745715E+00 1.0013440E+06 
2.1826677E+00 1.1914571E+06 
2.1907642E+00 1.4083180E+06 
2.1988604E+00 1.8123925E+06 
2.2069566E+00 2.4939928E+06 
2.2150528E+00 3.2611810E+06 
2.2231493E+00 3.4696392E+06 
2.2312455E+00 2.8604162E+06 
2.2393417E+00 2.0781940E+06 
2.2474380E+00 1.4981548E+06 
2.2555342E+00 1.1958671E+06 
2.2636306E+00 1.0090449E+06 
2.2717268E+00 9.1414344E+05 
2.2798231E+00 8.6723338E+05 
2.2879193E+00 8.3997894E+05 
2.2960155E+00 8.3599700E+05 
2.3041120E+00 8.3735256E+05 
2.3122082E+00 8.3442931E+05 
2.3203044E+00 8.4312206E+05 
2.3284006E+00 8.2212112E+05 
2.3364968E+00 8.3449812E+05 
2.3445933E+00 8.1119188E+05 
2.3526895E+00 8.1808150E+05 
2.3607857E+00 8.3372675E+05 
2.3688819E+00 7.9973138E+05 
2.3769782E+00 8.1554831E+05 
2.3850746E+00 8.0401369E+05 
2.3931708E+00 8.1467775E+05 
2.4012671E+00 7.7679562E+05 
2.4093633E+00 7.9979875E+05 
2.4174595E+00 7.9890594E+05 
2.4255559E+00 7.9794462E+05 
2.4336522E+00 7.6843319E+05 
2.4417484E+00 7.9738888E+05 
2.4498446E+00 8.2796400E+05 
2.4579408E+00 8.1596212E+05 
2.4660373E+00 8.0651469E+05 
2.4741335E+00 8.0287831E+05 
2.4822297E+00 8.1111306E+05 
2.4903259E+00 7.7217256E+05 
2.4984221E+00 7.7881700E+05 
2.5065186E+00 8.0495194E+05 
2.5146148E+00 8.0320950E+05 
2.5227110E+00 7.8684538E+05 
2.5308073E+00 7.8041994E+05 
2.5389035E+00 7.8972538E+05 
2.5469999E+00 7.6697912E+05 
2.5550961E+00 7.7517188E+05 
2.5631924E+00 7.7459606E+05 
2.5712886E+00 7.9572238E+05 
2.5793848E+00 8.2848162E+05 
2.5874813E+00 7.9984069E+05 
2.5955775E+00 7.7898175E+05 
2.6036737E+00 7.9158600E+05 
2.6117699E+00 7.7602731E+05 
2.6198661E+00 7.5677719E+05 
2.6279626E+00 7.9287775E+05 
2.6360588E+00 7.8806206E+05 
2.6441550E+00 8.1227650E+05 
2.6522512E+00 8.0439969E+05 
2.6603475E+00 7.7181325E+05 
2.6684439E+00 7.9937344E+05 
2.6765401E+00 7.7750288E+05 
2.6846364E+00 7.9953875E+05 
2.6927326E+00 7.6632819E+05 
2.7008288E+00 7.7124862E+05 
2.7089252E+00 8.0729950E+05 
2.7170215E+00 8.1846462E+05 
2.7251177E+00 7.7933425E+05 
2.7332139E+00 7.6193156E+05 
2.7413104E+00 7.6894075E+05 
2.7494066E+00 7.9573556E+05 
2.7575028E+00 7.9435119E+05 
2.7655990E+00 7.9117294E+05 
2.7736952E+00 7.7973694E+05 
2.7817917E+00 8.1423412E+05 
2.7898879E+00 8.0869919E+05 
2.7979841E+00 7.8558938E+05 
2.8060803E+00 7.8195888E+05 
2.8141766E+00 7.8581550E+05 
2.8222730E+00 8.1120075E+05 
2.8303692E+00 7.8783131E+05 
2.8384655E+00 8.3033794E+05 
2.8465617E+00 8.1187925E+05 
2.8546579E+00 7.8087981E+05 
2.8627543E+00 7.8079256E+05 
2.8708506E+00 7.9653562E+05 
2.8789468E+00 7.7911881E+05 
2.8870430E+00 7.8779119E+05 
2.8951392E+00 7.9112931E+05 
2.9032357E+00 7.8662125E+05 
2.9113319E+00 7.8543788E+05 
2.9194281E+00 7.8752219E+05 
2.9275243E+00 7.7050856E+05 
2.9356205E+00 7.7991138E+05 
2.9437170E+00 7.8693394E+05 
2.9518132E+00 8.1218406E+05 
2.9599094E+00 7.8702600E+05 
2.9680057E+00 7.6921025E+05 
2.9761019E+00 7.9664338E+05 
2.9841983E+00 7.8260419E+05 
2.9922945E+00 7.8693162E+05 
3.0003908E+00 8.1886181E+05 
3.0084870E+00 7.9112425E+05 
3.0165832E+00 8.1447381E+05 
3.0246797E+00 7.9278200E+05 
3.0327759E+00 7.9247244E+05 
3.0408721E+00 7.9653231E+05 
3.0489683E+00 8.2491338E+05 
3.0570645E+00 7.9858931E+05 
3.0651610E+00 7.6860525E+05 
3.0732572E+00 7.6518969E+05 
3.0813534E+00 7.7544625E+05 
3.0894496E+00 8.1087800E+05 
3.0975459E+00 7.7248281E+05 
3.1056423E+00 7.7159844E+05 
3.1137385E+00 7.7973756E+05 
3.1218348E+00 8.2660588E+05 
3.1299310E+00 7.6749256E+05 
3.1380272E+00 7.4643706E+05 
3.1461236E+00 7.4374544E+05 
3.1542199E+00 7.5681038E+05 
3.1623161E+00 7.8740150E+05 
3.1704123E+00 7.7227600E+05 
3.1785085E+00 8.1008906E+05 
3.1866050E+00 7.8463919E+05 
3.1947012E+00 8.0541381E+05 
3.2027974E+00 8.0102781E+05 
3.2108936E+00 7.9085588E+05 
3.2189898E+00 7.8084469E+05 
3.2270863E+00 7.6489538E+05 
3.2351825E+00 7.7350588E+05 
3.2432787E+00 7.9081744E+05 
3.2513750E+00 7.7073344E+05 
3.2594714E+00 7.8580669E+05 
3.2675676E+00 8.0019062E+05 
3.2756639E+00 8.0317519E+05 
3.2837601E+00 8.0030731E+05 
3.2918563E+00 7.9074381E+05 
3.2999527E+00 7.6448662E+05 
3.3080490E+00 7.6791081E+05 
3.3161452E+00 7.8601200E+05 
3.3242414E+00 8.0428262E+05 
3.3323376E+00 7.6056569E+05 
3.3404341E+00 7.4566525E+05 
3.3485303E+00 7.7487975E+05 
3.3566265E+00 7.6137525E+05 
3.3647227E+00 7.8276606E+05 
3.3728189E+00 7.9826256E+05 
3.3809154E+00 8.0062106E+05 
3.3890116E+00 7.8263612E+05 
3.3971078E+00 7.6118094E+05 
3.4052041E+00 7.7784069E+05 
3.4133003E+00 8.0954812E+05 
3.4213967E+00 7.8712306E+05 
3.4294930E+00 7.4626150E+05 
3.4375892E+00 7.8247794E+05 
3.4456854E+00 7.8094538E+05 
3.4537816E+00 7.7333425E+05 
3.4618781E+00 7.7048800E+05 
3.4699743E+00 7.7302869E+05 
3.4780705E+00 8.0979712E+05 
3.4861667E+00 7.8813444E+05 
3.4942629E+00 7.7334850E+05 
3.5023594E+00 7.5886219E+05 
3.5104556E+00 7.4891438E+05 
3.5185518E+00 7.9672919E+05 
3.5266480E+00 7.8678112E+05 
3.5347443E+00 7.6213156E+05 
3.5428407E+00 7.3213969E+05 
3.5509369E+00 7.9732212E+05 
3.5590332E+00 8.0072375E+05 
3.5671294E+00 7.9785150E+05 
3.5752256E+00 7.8097612E+05 
3.5833220E+00 7.9702519E+05 
3.5914183E+00 7.9171394E+05 
3.5995145E+00 7.5793506E+05 
3.6076107E+00 7.6636594E+05 
3.6157069E+00 7.5231312E+05 
3.6238034E+00 7.5540769E+05 
3.6318996E+00 7.8704525E+05 
3.6399958E+00 7.7252338E+05 
3.6480920E+00 7.5043488E+05 
3.6561882E+00 7.6393244E+05 
3.6642847E+00 7.6990306E+05 
3.6723809E+00 7.7755988E+05 
3.6804771E+00 8.0363106E+05 
3.6885734E+00 8.0020700E+05 
3.6966696E+00 7.8876962E+05 
3.7047660E+00 7.8398775E+05 
3.7128623E+00 7.4481962E+05 
3.7209585E+00 7.4811775E+05 
3.7290547E+00 7.6000756E+05 
3.7371509E+00 7.6919525E+05 
3.7452474E+00 7.6647950E+05 
3.7533436E+00 7.6529981E+05 
3.7614398E+00 7.3331175E+05 
3.7695360E+00 7.5556662E+05 
3.7776325E+00 7.9645838E+05 
3.7857287E+00 7.8441681E+05 
3.7938249E+00 7.5226194E+05 
3.8019211E+00 7.6672425E+05 
3.8100173E+00 7.7616194E+05 
3.8181138E+00 7.7849662E+05 
3.8262100E+00 7.0897769E+05 
3.8343062E+00 7.5280581E+05 
3.8424025E+00 7.7157462E+05 
3.8504987E+00 7.8571588E+05 
3.8585951E+00 7.5731950E+05 
3.8666914E+00 7.5300094E+05 
3.8747876E+00 7.8359556E+05 
3.8828838E+00 7.9352100E+05 
3.8909800E+00 7.8256781E+05 
3.8990765E+00 7.8604369E+05 
3.9071727E+00 7.7938138E+05 
3.9152689E+00 7.4850969E+05 
3.9233651E+00 7.7375206E+05 
3.9314613E+00 7.7971606E+05 
3.9395578E+00 7.9283069E+05 
3.9476540E+00 7.9122775E+05 
3.9557502E+00 7.6254294E+05 
3.9638464E+00 7.4053538E+05 
3.9719427E+00 7.6151200E+05 
3.9800391E+00 7.7728219E+05 
3.9881353E+00 7.6631456E+05 
3.9962316E+00 7.6258812E+05 
4.0043278E+00 7.3206444E+05 
4.0124240E+00 7.4070094E+05 
4.0205202E+00 7.5202412E+05 
4.0286169E+00 7.6731094E+05 
4.0367126E+00 7.4883094E+05 
4.0448093E+00 7.4724025E+05 
4.0529051E+00 7.6240594E+05 
4.0610018E+00 7.5183862E+05 
4.0690980E+00 7.6311681E+05 
4.0771942E+00 7.6018744E+05 
4.0852904E+00 7.6763444E+05 
4.0933867E+00 7.6594019E+05 
4.1014833E+00 7.8681356E+05 
4.1095791E+00 7.6343175E+05 
4.1176758E+00 7.5085594E+05 
4.1257715E+00 7.7299456E+05 
4.1338682E+00 7.7008538E+05 
4.1419644E+00 7.8372269E+05 
4.1500607E+00 7.5710738E+05 
4.1581569E+00 7.5659725E+05 
4.1662531E+00 7.6900331E+05 
4.1743493E+00 7.9111000E+05 
4.1824455E+00 8.1356425E+05 
4.1905417E+00 7.8558800E+05 
4.1986384E+00 7.8423388E+05 
4.2067347E+00 7.8537069E+05 
4.2148309E+00 7.7099800E+05 
4.2229271E+00 7.9489112E+05 
4.2310233E+00 7.7857238E+05 
4.2391195E+00 7.8855762E+05 
4.2472157E+00 7.6766138E+05 
4.2553120E+00 7.5497475E+05 
4.2634082E+00 7.6658406E+05 
4.2715044E+00 7.7265331E+05 
4.2796011E+00 7.5064562E+05 
4.2876973E+00 7.7294481E+05 
4.2957935E+00 7.7813275E+05 
4.3038898E+00 7.8743531E+05 
4.3119860E+00 7.7136475E+05 
4.3200822E+00 7.9675762E+05 
4.3281784E+00 8.2391838E+05 
4.3362746E+00 8.0744412E+05 
4.3443708E+00 7.7068525E+05 
4.3524671E+00 7.7398344E+05 
4.3605638E+00 7.4972631E+05 
4.3686600E+00 7.8463112E+05 
4.3767562E+00 7.6175425E+05 
4.3848524E+00 8.0112550E+05 
4.3929486E+00 8.2159531E+05 
4.4010448E+00 8.1266738E+05 
4.4091411E+00 8.0362250E+05 
4.4172373E+00 8.7326038E+05 
4.4253335E+00 9.0306038E+05 
4.4334297E+00 1.0091828E+06 
4.4415264E+00 1.0658100E+06 
4.4496226E+00 1.0399548E+06 
4.4577188E+00 9.8416275E+05 
4.4658151E+00 9.1222019E+05 
4.4739113E+00 8.1173056E+05 
4.4820075E+00 8.2058975E+05 
4.4901037E+00 7.8870269E+05 
4.4981999E+00 8.1839006E+05 
4.5062962E+00 8.2182781E+05 
4.5143924E+00 8.0189362E+05 
4.5224891E+00 8.0667575E+05 
4.5305853E+00 8.3250275E+05 
4.5386815E+00 8.1125944E+05 
4.5467777E+00 8.0289469E+05 
4.5548739E+00 7.9171619E+05 
4.5629702E+00 7.8690538E+05 
4.5710664E+00 7.9318869E+05 
4.5791626E+00 8.0402506E+05 
4.5872588E+00 7.8513688E+05 
4.5953555E+00 7.8967094E+05 
4.6034517E+00 8.1363644E+05 
4.6115479E+00 8.3069431E+05 
4.6196442E+00 8.2139338E+05 
4.6277404E+00 7.9239250E+05 
4.6358366E+00 7.7568350E+05 
4.6439328E+00 7.7786956E+05 
4.6520290E+00 7.9048619E+05 
4.6601253E+00 7.7871612E+05 
4.6682215E+00 8.0683769E+05 
4.6763182E+00 8.0241631E+05 
4.6844144E+00 8.2003256E+05 
4.6925106E+00 8.4348700E+05 
4.7006068E+00 7.8258144E+05 
4.7087030E+00 8.2696794E+05 
4.7167993E+00 8.3430631E+05 
4.7248955E+00 7.7904775E+05 
4.7329917E+00 7.9596750E+05 
4.7410879E+00 7.8167681E+05 
4.7491841E+00 8.1518631E+05 
4.7572808E+00 8.3150781E+05 
4.7653770E+00 8.0520900E+05 
4.7734733E+00 7.7743494E+05 
4.7815695E+00 8.2249975E+05 
4.7896657E+00 8.5425394E+05 
4.7977619E+00 7.5472506E+05 
4.8058581E+00 8.3036819E+05 
4.8139544E+00 8.4732762E+05 
4.8220506E+00 8.2425862E+05 
4.8301468E+00 7.8265112E+05 
4.8382435E+00 8.0428144E+05 
4.8463397E+00 8.2361125E+05 
4.8544359E+00 8.0582881E+05 
4.8625321E+00 8.2259662E+05 
4.8706284E+00 8.0718688E+05 
4.8787246E+00 8.6524731E+05 
4.8868208E+00 7.6614838E+05 
4.8949170E+00 8.3432406E+05 
4.9030132E+00 8.1735019E+05 
4.9111094E+00 7.8248725E+05 
4.9192061E+00 7.8479731E+05 
4.9273024E+00 7.2597512E+05 
4.9353986E+00 7.2336950E+05 
4.9434948E+00 8.7688825E+05 
4.9515910E+00 8.1471238E+05 
4.9596872E+00 8.2430812E+05 
4.9677835E+00 8.1996344E+05 
4.9758797E+00 7.8464988E+05 
4.9839759E+00 8.5381238E+05 
4.9920721E+00 8.4325069E+05 
5.0001688E+00 8.7901950E+05 
5.0082650E+00 8.5657244E+05 
5.0163612E+00 8.4051744E+05 
5.0244575E+00 9.0322356E+05 
5.0325537E+00 8.7414938E+05 
5.0406499E+00 7.3781481E+05 
5.0487461E+00 8.9672075E+05 
5.0568423E+00 7.0703750E+05 
5.0649385E+00 1.0537821E+06 
